Transaction Id,Jenis Sayuran,Berat (ton),Tanggal Transaksi,Destinasi,Total Biaya,Biaya Kirim
9,Cabe Rawit,1.06,2021-01-09,Pasar Pasundan Sukabumi,2650000.0,3598849.57
9,Tomat,1.06,2021-01-09,Pasar Induk,2650000.0,3598849.57
9,Sawi Putih,1.06,2021-01-09,Pasar Pasundan Sukabumi,2650000.0,3598849.57
9,Cabe Chilli,1.06,2021-01-09,Pasar Bogor,2650000.0,3598849.57
9,Kol,1.06,2021-01-09,Pasar Bogor,2650000.0,3598849.57
10,Cabe Kriting,0.45999999999999996,2021-01-10,Pasar Bogor,1150000.0,3592366.9
10,Kol,0.45999999999999996,2021-01-10,Pasar Bogor,1150000.0,3592366.9
10,Buncis,0.45999999999999996,2021-01-10,Pasar Bogor,1150000.0,3592366.9
10,Sawi Putih,0.45999999999999996,2021-01-10,Pasar Induk,1150000.0,3592366.9
10,Cabe Chilli,0.45999999999999996,2021-01-10,Pasar Pasundan Sukabumi,1150000.0,3592366.9
11,Buncis,0.96,2021-01-11,Pasar Pasundan Sukabumi,2400000.0,3321906.22
11,Cabe Rawit,0.96,2021-01-11,Pasar Pasundan Sukabumi,2400000.0,3321906.22
11,Cabe Kriting,0.96,2021-01-11,Pasar Gudang Sukabumi,2400000.0,3321906.22
11,Tomat,0.96,2021-01-11,Pasar Gudang Sukabumi,2400000.0,3321906.22
11,Sawi Putih,0.96,2021-01-11,Pasar Pasundan Sukabumi,2400000.0,3321906.22
12,Sawi Putih,1.08,2021-01-12,Pasar Bogor,2700000.0,3447552.34
12,Cabe Kriting,1.08,2021-01-12,Pasar Pasundan Sukabumi,2700000.0,3447552.34
12,Cabe Rawit,1.08,2021-01-12,Pasar Gudang Sukabumi,2700000.0,3447552.34
12,Kol,1.08,2021-01-12,Pasar Induk,2700000.0,3447552.34
12,Buncis,1.08,2021-01-12,Pasar Induk,2700000.0,3447552.34
13,Cabe Chilli,0.8,2021-01-13,Pasar Bogor,1600000.0,3709698.34
13,Buncis,0.8,2021-01-13,Pasar Pasundan Sukabumi,1600000.0,3709698.34
13,Kol,0.8,2021-01-13,Pasar Pasundan Sukabumi,1600000.0,3709698.34
13,Sawi Putih,0.8,2021-01-13,Pasar Induk,1600000.0,3709698.34
14,Sawi Putih,0.9,2021-01-14,Pasar Bogor,2250000.0,3673098.21
14,Buncis,0.9,2021-01-14,Pasar Gudang Sukabumi,2250000.0,3673098.21
14,Kol,0.9,2021-01-14,Pasar Bogor,2250000.0,3673098.21
14,Tomat,0.9,2021-01-14,Pasar Bogor,2250000.0,3673098.21
14,Cabe Chilli,0.9,2021-01-14,Pasar Gudang Sukabumi,2250000.0,3673098.21
15,Cabe Rawit,0.45999999999999996,2021-01-15,Pasar Bogor,1150000.0,2205739.4
15,Cabe Chilli,0.45999999999999996,2021-01-15,Pasar Induk,1150000.0,2205739.4
15,Buncis,0.45999999999999996,2021-01-15,Pasar Induk,1150000.0,2205739.4
15,Cabe Kriting,0.45999999999999996,2021-01-15,Pasar Pasundan Sukabumi,1150000.0,2205739.4
15,Sawi Putih,0.45999999999999996,2021-01-15,Pasar Induk,1150000.0,2205739.4
16,Kol,0.72,2021-01-16,Pasar Gudang Sukabumi,1800000.0,1924656.35
16,Cabe Kriting,0.72,2021-01-16,Pasar Bogor,1800000.0,1924656.35
16,Tomat,0.72,2021-01-16,Pasar Bogor,1800000.0,1924656.35
16,Cabe Rawit,0.72,2021-01-16,Pasar Gudang Sukabumi,1800000.0,1924656.35
16,Buncis,0.72,2021-01-16,Pasar Induk,1800000.0,1924656.35
17,Sawi Putih,1.325,2021-01-17,Pasar Gudang Sukabumi,2650000.0,2365683.98
17,Kol,1.325,2021-01-17,Pasar Bogor,2650000.0,2365683.98
17,Cabe Chilli,1.325,2021-01-17,Pasar Induk,2650000.0,2365683.98
17,Buncis,1.325,2021-01-17,Pasar Bogor,2650000.0,2365683.98
18,Tomat,0.9,2021-01-18,Pasar Gudang Sukabumi,2700000.0,1680463.27
18,Cabe Kriting,0.9,2021-01-18,Pasar Induk,2700000.0,1680463.27
18,Cabe Rawit,0.9,2021-01-18,Pasar Induk,2700000.0,1680463.27
18,Buncis,0.9,2021-01-18,Pasar Gudang Sukabumi,2700000.0,1680463.27
18,Kol,0.9,2021-01-18,Pasar Bogor,2700000.0,1680463.27
18,Cabe Chilli,0.9,2021-01-18,Pasar Gudang Sukabumi,2700000.0,1680463.27
19,Cabe Chilli,1.05,2021-01-19,Pasar Bogor,2100000.0,2192106.76
19,Kol,1.05,2021-01-19,Pasar Pasundan Sukabumi,2100000.0,2192106.76
19,Cabe Rawit,1.05,2021-01-19,Pasar Gudang Sukabumi,2100000.0,2192106.76
19,Cabe Kriting,1.05,2021-01-19,Pasar Bogor,2100000.0,2192106.76
20,Tomat,0.5499999999999999,2021-01-20,Pasar Induk,1650000.0,3520377.06
20,Cabe Kriting,0.5499999999999999,2021-01-20,Pasar Gudang Sukabumi,1650000.0,3520377.06
20,Cabe Chilli,0.5499999999999999,2021-01-20,Pasar Pasundan Sukabumi,1650000.0,3520377.06
20,Kol,0.5499999999999999,2021-01-20,Pasar Bogor,1650000.0,3520377.06
20,Buncis,0.5499999999999999,2021-01-20,Pasar Bogor,1650000.0,3520377.06
20,Cabe Rawit,0.5499999999999999,2021-01-20,Pasar Induk,1650000.0,3520377.06
21,Sawi Putih,0.9,2021-01-21,Pasar Gudang Sukabumi,1800000.0,2489500.76
21,Buncis,0.9,2021-01-21,Pasar Pasundan Sukabumi,1800000.0,2489500.76
21,Kol,0.9,2021-01-21,Pasar Gudang Sukabumi,1800000.0,2489500.76
21,Cabe Chilli,0.9,2021-01-21,Pasar Pasundan Sukabumi,1800000.0,2489500.76
22,Cabe Kriting,0.9,2021-01-22,Pasar Bogor,2250000.0,3822966.01
22,Cabe Rawit,0.9,2021-01-22,Pasar Pasundan Sukabumi,2250000.0,3822966.01
22,Kol,0.9,2021-01-22,Pasar Induk,2250000.0,3822966.01
22,Sawi Putih,0.9,2021-01-22,Pasar Bogor,2250000.0,3822966.01
22,Buncis,0.9,2021-01-22,Pasar Induk,2250000.0,3822966.01
23,Cabe Kriting,0.3833333333333333,2021-01-23,Pasar Induk,1150000.0,1601125.9
23,Cabe Chilli,0.3833333333333333,2021-01-23,Pasar Gudang Sukabumi,1150000.0,1601125.9
23,Tomat,0.3833333333333333,2021-01-23,Pasar Gudang Sukabumi,1150000.0,1601125.9
23,Kol,0.3833333333333333,2021-01-23,Pasar Bogor,1150000.0,1601125.9
23,Buncis,0.3833333333333333,2021-01-23,Pasar Induk,1150000.0,1601125.9
23,Cabe Rawit,0.3833333333333333,2021-01-23,Pasar Bogor,1150000.0,1601125.9
24,Tomat,0.9333333333333332,2021-01-24,Pasar Bogor,2800000.0,3193376.65
24,Sawi Putih,0.9333333333333332,2021-01-24,Pasar Bogor,2800000.0,3193376.65
24,Buncis,0.9333333333333332,2021-01-24,Pasar Pasundan Sukabumi,2800000.0,3193376.65
24,Cabe Rawit,0.9333333333333332,2021-01-24,Pasar Induk,2800000.0,3193376.65
24,Kol,0.9333333333333332,2021-01-24,Pasar Induk,2800000.0,3193376.65
24,Cabe Kriting,0.9333333333333332,2021-01-24,Pasar Pasundan Sukabumi,2800000.0,3193376.65
25,Kol,0.6,2021-01-25,Pasar Gudang Sukabumi,1200000.0,2963652.49
25,Cabe Chilli,0.6,2021-01-25,Pasar Bogor,1200000.0,2963652.49
25,Tomat,0.6,2021-01-25,Pasar Gudang Sukabumi,1200000.0,2963652.49
25,Buncis,0.6,2021-01-25,Pasar Gudang Sukabumi,1200000.0,2963652.49
26,Sawi Putih,1.175,2021-01-26,Pasar Bogor,2350000.0,2823888.5
26,Cabe Rawit,1.175,2021-01-26,Pasar Induk,2350000.0,2823888.5
26,Cabe Kriting,1.175,2021-01-26,Pasar Pasundan Sukabumi,2350000.0,2823888.5
26,Tomat,1.175,2021-01-26,Pasar Pasundan Sukabumi,2350000.0,2823888.5
27,Sawi Putih,0.925,2021-01-27,Pasar Induk,1850000.0,3552879.2
27,Tomat,0.925,2021-01-27,Pasar Induk,1850000.0,3552879.2
27,Cabe Kriting,0.925,2021-01-27,Pasar Induk,1850000.0,3552879.2
27,Cabe Chilli,0.925,2021-01-27,Pasar Induk,1850000.0,3552879.2
28,Sawi Putih,0.5833333333333334,2021-01-28,Pasar Bogor,1750000.0,2533600.72
28,Tomat,0.5833333333333334,2021-01-28,Pasar Gudang Sukabumi,1750000.0,2533600.72
28,Cabe Rawit,0.5833333333333334,2021-01-28,Pasar Pasundan Sukabumi,1750000.0,2533600.72
28,Cabe Kriting,0.5833333333333334,2021-01-28,Pasar Induk,1750000.0,2533600.72
28,Kol,0.5833333333333334,2021-01-28,Pasar Bogor,1750000.0,2533600.72
28,Buncis,0.5833333333333334,2021-01-28,Pasar Induk,1750000.0,2533600.72
29,Buncis,0.35000000000000003,2021-01-29,Pasar Bogor,1050000.0,3599905.04
29,Sawi Putih,0.35000000000000003,2021-01-29,Pasar Bogor,1050000.0,3599905.04
29,Tomat,0.35000000000000003,2021-01-29,Pasar Gudang Sukabumi,1050000.0,3599905.04
29,Kol,0.35000000000000003,2021-01-29,Pasar Induk,1050000.0,3599905.04
29,Cabe Chilli,0.35000000000000003,2021-01-29,Pasar Pasundan Sukabumi,1050000.0,3599905.04
29,Cabe Rawit,0.35000000000000003,2021-01-29,Pasar Induk,1050000.0,3599905.04
30,Kol,1.125,2021-01-30,Pasar Induk,2250000.0,1701277.88
30,Tomat,1.125,2021-01-30,Pasar Pasundan Sukabumi,2250000.0,1701277.88
30,Sawi Putih,1.125,2021-01-30,Pasar Pasundan Sukabumi,2250000.0,1701277.88
30,Buncis,1.125,2021-01-30,Pasar Induk,2250000.0,1701277.88
31,Cabe Kriting,0.7000000000000001,2021-01-31,Pasar Induk,2100000.0,2072586.34
31,Cabe Rawit,0.7000000000000001,2021-01-31,Pasar Bogor,2100000.0,2072586.34
31,Cabe Chilli,0.7000000000000001,2021-01-31,Pasar Pasundan Sukabumi,2100000.0,2072586.34
31,Kol,0.7000000000000001,2021-01-31,Pasar Pasundan Sukabumi,2100000.0,2072586.34
31,Tomat,0.7000000000000001,2021-01-31,Pasar Bogor,2100000.0,2072586.34
31,Buncis,0.7000000000000001,2021-01-31,Pasar Gudang Sukabumi,2100000.0,2072586.34
32,Cabe Chilli,0.82,2021-02-01,Pasar Pasundan Sukabumi,2050000.0,3458752.64
32,Buncis,0.82,2021-02-01,Pasar Bogor,2050000.0,3458752.64
32,Tomat,0.82,2021-02-01,Pasar Gudang Sukabumi,2050000.0,3458752.64
32,Sawi Putih,0.82,2021-02-01,Pasar Pasundan Sukabumi,2050000.0,3458752.64
32,Cabe Kriting,0.82,2021-02-01,Pasar Pasundan Sukabumi,2050000.0,3458752.64
33,Sawi Putih,0.8800000000000001,2021-02-02,Pasar Induk,2200000.0,2770353.71
33,Cabe Rawit,0.8800000000000001,2021-02-02,Pasar Gudang Sukabumi,2200000.0,2770353.71
33,Buncis,0.8800000000000001,2021-02-02,Pasar Gudang Sukabumi,2200000.0,2770353.71
33,Tomat,0.8800000000000001,2021-02-02,Pasar Bogor,2200000.0,2770353.71
33,Kol,0.8800000000000001,2021-02-02,Pasar Gudang Sukabumi,2200000.0,2770353.71
34,Cabe Kriting,0.85,2021-02-03,Pasar Bogor,2550000.0,2409107.55
34,Sawi Putih,0.85,2021-02-03,Pasar Pasundan Sukabumi,2550000.0,2409107.55
34,Cabe Chilli,0.85,2021-02-03,Pasar Gudang Sukabumi,2550000.0,2409107.55
34,Cabe Rawit,0.85,2021-02-03,Pasar Bogor,2550000.0,2409107.55
34,Kol,0.85,2021-02-03,Pasar Gudang Sukabumi,2550000.0,2409107.55
34,Tomat,0.85,2021-02-03,Pasar Pasundan Sukabumi,2550000.0,2409107.55
35,Cabe Kriting,0.4166666666666667,2021-02-04,Pasar Induk,1250000.0,1921196.34
35,Cabe Rawit,0.4166666666666667,2021-02-04,Pasar Pasundan Sukabumi,1250000.0,1921196.34
35,Cabe Chilli,0.4166666666666667,2021-02-04,Pasar Gudang Sukabumi,1250000.0,1921196.34
35,Tomat,0.4166666666666667,2021-02-04,Pasar Pasundan Sukabumi,1250000.0,1921196.34
35,Sawi Putih,0.4166666666666667,2021-02-04,Pasar Bogor,1250000.0,1921196.34
35,Buncis,0.4166666666666667,2021-02-04,Pasar Pasundan Sukabumi,1250000.0,1921196.34
36,Kol,0.7000000000000001,2021-02-05,Pasar Gudang Sukabumi,2100000.0,1652266.82
36,Cabe Chilli,0.7000000000000001,2021-02-05,Pasar Bogor,2100000.0,1652266.82
36,Cabe Kriting,0.7000000000000001,2021-02-05,Pasar Induk,2100000.0,1652266.82
36,Sawi Putih,0.7000000000000001,2021-02-05,Pasar Pasundan Sukabumi,2100000.0,1652266.82
36,Buncis,0.7000000000000001,2021-02-05,Pasar Induk,2100000.0,1652266.82
36,Tomat,0.7000000000000001,2021-02-05,Pasar Pasundan Sukabumi,2100000.0,1652266.82
37,Cabe Rawit,0.925,2021-02-06,Pasar Induk,1850000.0,2735895.88
37,Buncis,0.925,2021-02-06,Pasar Gudang Sukabumi,1850000.0,2735895.88
37,Cabe Kriting,0.925,2021-02-06,Pasar Bogor,1850000.0,2735895.88
37,Cabe Chilli,0.925,2021-02-06,Pasar Induk,1850000.0,2735895.88
38,Cabe Chilli,0.9800000000000001,2021-02-07,Pasar Gudang Sukabumi,2450000.0,2262524.97
38,Cabe Rawit,0.9800000000000001,2021-02-07,Pasar Gudang Sukabumi,2450000.0,2262524.97
38,Cabe Kriting,0.9800000000000001,2021-02-07,Pasar Pasundan Sukabumi,2450000.0,2262524.97
38,Kol,0.9800000000000001,2021-02-07,Pasar Bogor,2450000.0,2262524.97
38,Buncis,0.9800000000000001,2021-02-07,Pasar Gudang Sukabumi,2450000.0,2262524.97
39,Buncis,0.5166666666666667,2021-02-08,Pasar Bogor,1550000.0,1604569.64
39,Tomat,0.5166666666666667,2021-02-08,Pasar Induk,1550000.0,1604569.64
39,Cabe Rawit,0.5166666666666667,2021-02-08,Pasar Bogor,1550000.0,1604569.64
39,Cabe Kriting,0.5166666666666667,2021-02-08,Pasar Gudang Sukabumi,1550000.0,1604569.64
39,Sawi Putih,0.5166666666666667,2021-02-08,Pasar Induk,1550000.0,1604569.64
39,Kol,0.5166666666666667,2021-02-08,Pasar Bogor,1550000.0,1604569.64
40,Sawi Putih,0.525,2021-02-09,Pasar Bogor,1050000.0,1902681.66
40,Cabe Rawit,0.525,2021-02-09,Pasar Bogor,1050000.0,1902681.66
40,Cabe Chilli,0.525,2021-02-09,Pasar Gudang Sukabumi,1050000.0,1902681.66
40,Buncis,0.525,2021-02-09,Pasar Bogor,1050000.0,1902681.66
41,Sawi Putih,1.425,2021-02-10,Pasar Pasundan Sukabumi,2850000.0,1760450.93
41,Cabe Rawit,1.425,2021-02-10,Pasar Induk,2850000.0,1760450.93
41,Tomat,1.425,2021-02-10,Pasar Bogor,2850000.0,1760450.93
41,Kol,1.425,2021-02-10,Pasar Pasundan Sukabumi,2850000.0,1760450.93
42,Tomat,0.95,2021-02-11,Pasar Bogor,1900000.0,2975318.46
42,Sawi Putih,0.95,2021-02-11,Pasar Induk,1900000.0,2975318.46
42,Buncis,0.95,2021-02-11,Pasar Gudang Sukabumi,1900000.0,2975318.46
42,Kol,0.95,2021-02-11,Pasar Gudang Sukabumi,1900000.0,2975318.46
43,Sawi Putih,1.1,2021-02-12,Pasar Pasundan Sukabumi,2200000.0,1862326.83
43,Buncis,1.1,2021-02-12,Pasar Induk,2200000.0,1862326.83
43,Tomat,1.1,2021-02-12,Pasar Induk,2200000.0,1862326.83
43,Cabe Chilli,1.1,2021-02-12,Pasar Gudang Sukabumi,2200000.0,1862326.83
44,Cabe Rawit,0.5,2021-02-13,Pasar Pasundan Sukabumi,1250000.0,2684832.64
44,Tomat,0.5,2021-02-13,Pasar Gudang Sukabumi,1250000.0,2684832.64
44,Kol,0.5,2021-02-13,Pasar Bogor,1250000.0,2684832.64
44,Cabe Chilli,0.5,2021-02-13,Pasar Pasundan Sukabumi,1250000.0,2684832.64
44,Sawi Putih,0.5,2021-02-13,Pasar Pasundan Sukabumi,1250000.0,2684832.64
45,Buncis,0.9833333333333334,2021-02-14,Pasar Pasundan Sukabumi,2950000.0,2308890.07
45,Sawi Putih,0.9833333333333334,2021-02-14,Pasar Pasundan Sukabumi,2950000.0,2308890.07
45,Kol,0.9833333333333334,2021-02-14,Pasar Gudang Sukabumi,2950000.0,2308890.07
45,Cabe Rawit,0.9833333333333334,2021-02-14,Pasar Induk,2950000.0,2308890.07
45,Cabe Chilli,0.9833333333333334,2021-02-14,Pasar Induk,2950000.0,2308890.07
45,Cabe Kriting,0.9833333333333334,2021-02-14,Pasar Gudang Sukabumi,2950000.0,2308890.07
46,Kol,1.075,2021-02-15,Pasar Gudang Sukabumi,2150000.0,3675739.47
46,Sawi Putih,1.075,2021-02-15,Pasar Induk,2150000.0,3675739.47
46,Cabe Kriting,1.075,2021-02-15,Pasar Gudang Sukabumi,2150000.0,3675739.47
46,Cabe Chilli,1.075,2021-02-15,Pasar Induk,2150000.0,3675739.47
47,Buncis,1.325,2021-02-16,Pasar Pasundan Sukabumi,2650000.0,2421401.34
47,Cabe Rawit,1.325,2021-02-16,Pasar Bogor,2650000.0,2421401.34
47,Cabe Chilli,1.325,2021-02-16,Pasar Gudang Sukabumi,2650000.0,2421401.34
47,Cabe Kriting,1.325,2021-02-16,Pasar Induk,2650000.0,2421401.34
48,Cabe Rawit,1.2,2021-02-17,Pasar Induk,2400000.0,3665443.88
48,Cabe Kriting,1.2,2021-02-17,Pasar Induk,2400000.0,3665443.88
48,Tomat,1.2,2021-02-17,Pasar Pasundan Sukabumi,2400000.0,3665443.88
48,Cabe Chilli,1.2,2021-02-17,Pasar Bogor,2400000.0,3665443.88
49,Kol,1.375,2021-02-18,Pasar Pasundan Sukabumi,2750000.0,3426272.97
49,Cabe Chilli,1.375,2021-02-18,Pasar Pasundan Sukabumi,2750000.0,3426272.97
49,Sawi Putih,1.375,2021-02-18,Pasar Induk,2750000.0,3426272.97
49,Buncis,1.375,2021-02-18,Pasar Gudang Sukabumi,2750000.0,3426272.97
50,Sawi Putih,0.6599999999999999,2021-02-19,Pasar Induk,1650000.0,3742451.07
50,Buncis,0.6599999999999999,2021-02-19,Pasar Pasundan Sukabumi,1650000.0,3742451.07
50,Cabe Kriting,0.6599999999999999,2021-02-19,Pasar Pasundan Sukabumi,1650000.0,3742451.07
50,Tomat,0.6599999999999999,2021-02-19,Pasar Pasundan Sukabumi,1650000.0,3742451.07
50,Cabe Rawit,0.6599999999999999,2021-02-19,Pasar Bogor,1650000.0,3742451.07
51,Cabe Rawit,0.6799999999999999,2021-02-20,Pasar Gudang Sukabumi,1700000.0,2559411.74
51,Tomat,0.6799999999999999,2021-02-20,Pasar Gudang Sukabumi,1700000.0,2559411.74
51,Sawi Putih,0.6799999999999999,2021-02-20,Pasar Gudang Sukabumi,1700000.0,2559411.74
51,Cabe Kriting,0.6799999999999999,2021-02-20,Pasar Bogor,1700000.0,2559411.74
51,Cabe Chilli,0.6799999999999999,2021-02-20,Pasar Gudang Sukabumi,1700000.0,2559411.74
52,Cabe Chilli,0.5,2021-02-21,Pasar Induk,1250000.0,1989084.13
52,Cabe Rawit,0.5,2021-02-21,Pasar Induk,1250000.0,1989084.13
52,Cabe Kriting,0.5,2021-02-21,Pasar Pasundan Sukabumi,1250000.0,1989084.13
52,Kol,0.5,2021-02-21,Pasar Pasundan Sukabumi,1250000.0,1989084.13
52,Buncis,0.5,2021-02-21,Pasar Bogor,1250000.0,1989084.13
53,Kol,1.275,2021-02-22,Pasar Bogor,2550000.0,2841595.99
53,Tomat,1.275,2021-02-22,Pasar Bogor,2550000.0,2841595.99
53,Sawi Putih,1.275,2021-02-22,Pasar Induk,2550000.0,2841595.99
53,Cabe Chilli,1.275,2021-02-22,Pasar Pasundan Sukabumi,2550000.0,2841595.99
54,Cabe Kriting,0.82,2021-02-23,Pasar Gudang Sukabumi,2050000.0,2860187.24
54,Kol,0.82,2021-02-23,Pasar Pasundan Sukabumi,2050000.0,2860187.24
54,Tomat,0.82,2021-02-23,Pasar Pasundan Sukabumi,2050000.0,2860187.24
54,Cabe Chilli,0.82,2021-02-23,Pasar Bogor,2050000.0,2860187.24
54,Buncis,0.82,2021-02-23,Pasar Induk,2050000.0,2860187.24
55,Cabe Rawit,0.4666666666666666,2021-02-24,Pasar Bogor,1400000.0,3474928.38
55,Tomat,0.4666666666666666,2021-02-24,Pasar Gudang Sukabumi,1400000.0,3474928.38
55,Buncis,0.4666666666666666,2021-02-24,Pasar Gudang Sukabumi,1400000.0,3474928.38
55,Sawi Putih,0.4666666666666666,2021-02-24,Pasar Pasundan Sukabumi,1400000.0,3474928.38
55,Cabe Chilli,0.4666666666666666,2021-02-24,Pasar Induk,1400000.0,3474928.38
55,Kol,0.4666666666666666,2021-02-24,Pasar Gudang Sukabumi,1400000.0,3474928.38
56,Cabe Chilli,0.7999999999999999,2021-02-25,Pasar Gudang Sukabumi,2400000.0,2494549.91
56,Cabe Kriting,0.7999999999999999,2021-02-25,Pasar Gudang Sukabumi,2400000.0,2494549.91
56,Tomat,0.7999999999999999,2021-02-25,Pasar Gudang Sukabumi,2400000.0,2494549.91
56,Kol,0.7999999999999999,2021-02-25,Pasar Gudang Sukabumi,2400000.0,2494549.91
56,Cabe Rawit,0.7999999999999999,2021-02-25,Pasar Bogor,2400000.0,2494549.91
56,Buncis,0.7999999999999999,2021-02-25,Pasar Bogor,2400000.0,2494549.91
57,Cabe Kriting,1.0,2021-02-26,Pasar Induk,2000000.0,2144317.92
57,Cabe Rawit,1.0,2021-02-26,Pasar Induk,2000000.0,2144317.92
57,Buncis,1.0,2021-02-26,Pasar Induk,2000000.0,2144317.92
57,Tomat,1.0,2021-02-26,Pasar Induk,2000000.0,2144317.92
58,Sawi Putih,1.16,2021-02-27,Pasar Induk,2900000.0,3530965.69
58,Kol,1.16,2021-02-27,Pasar Gudang Sukabumi,2900000.0,3530965.69
58,Cabe Chilli,1.16,2021-02-27,Pasar Gudang Sukabumi,2900000.0,3530965.69
58,Buncis,1.16,2021-02-27,Pasar Gudang Sukabumi,2900000.0,3530965.69
58,Tomat,1.16,2021-02-27,Pasar Pasundan Sukabumi,2900000.0,3530965.69
59,Buncis,0.65,2021-02-28,Pasar Gudang Sukabumi,1300000.0,2386325.27
59,Tomat,0.65,2021-02-28,Pasar Pasundan Sukabumi,1300000.0,2386325.27
59,Cabe Rawit,0.65,2021-02-28,Pasar Bogor,1300000.0,2386325.27
59,Cabe Chilli,0.65,2021-02-28,Pasar Gudang Sukabumi,1300000.0,2386325.27
60,Cabe Chilli,0.6799999999999999,2021-03-01,Pasar Pasundan Sukabumi,1700000.0,1532430.05
60,Tomat,0.6799999999999999,2021-03-01,Pasar Gudang Sukabumi,1700000.0,1532430.05
60,Cabe Kriting,0.6799999999999999,2021-03-01,Pasar Gudang Sukabumi,1700000.0,1532430.05
60,Kol,0.6799999999999999,2021-03-01,Pasar Induk,1700000.0,1532430.05
60,Buncis,0.6799999999999999,2021-03-01,Pasar Pasundan Sukabumi,1700000.0,1532430.05
61,Buncis,1.08,2021-03-02,Pasar Induk,2700000.0,3672528.17
61,Cabe Rawit,1.08,2021-03-02,Pasar Induk,2700000.0,3672528.17
61,Cabe Kriting,1.08,2021-03-02,Pasar Gudang Sukabumi,2700000.0,3672528.17
